Method,CRPS
constant,0.7581259731139123
MLP,0.3409603137157713
ResNet,0.4373333611306137
FTTrans,0.3304464546775327
distributional_boosted_trees,0.1009617600784746
drf,0.1179776038074351
boosted_trees,0.0918979495944676
rf,0.1272486324712387
linear_regression,0.1085236344879059
engression,0.0812328491084384
GAM,0.1314998276230997
GP,
