Method,CRPS
constant,0.4472882762319377
MLP,0.1897881899032828
ResNet,0.2702788305236299
FTTrans,0.1966829067023804
distributional_boosted_trees,0.135564649999845
drf,0.173680353245399
boosted_trees,0.1408942763556923
rf,0.1634652078935628
linear_regression,0.1776597882134813
engression,0.1293915330069497
GAM,0.1527613735142259
GP,
