Method,Log Loss
constant,0.8085421533249668
MLP,0.2138045410899528
ResNet,0.6927858539397128
FTTrans,0.1766615780942308
boosted_trees,0.1929893802259729
rf,0.2429088043372116
logistic_regression,0.4285572739658649
engression,0.2666759618509537
GAM,0.220830128174902
GP,3.511829547836704
