Method,Log Loss
constant,0.69599307643771
MLP,0.6534590862237127
ResNet,0.7417529183540811
FTTrans,0.5495916223304183
boosted_trees,0.5518254988263191
rf,0.5488301107654191
logistic_regression,0.7503873344350797
engression,0.8260636842428722
GAM,0.6236070213738205
GP,0.5877168628387244
