Method,Log Loss
constant,0.6949840295383937
MLP,0.5486149734200371
ResNet,0.6994865473734402
FTTrans,0.4156648638513068
boosted_trees,0.3974194518471736
rf,0.4153404395993143
logistic_regression,0.9502267652145814
engression,0.8001805355936007
GAM,0.5888695936582785
GP,0.48953014737263156
