Method,Accuracy
Constant,0.051065939514129896
MLP,0.7511155180961825
ResNet,0.4670302429350521
FTTrans,0.8254833911750123
boosted_trees,0.8443232523549826
rf,0.585027268220129
logistic_regression,0.6554288547347545
engression,0.8349033217649975
GAM,0.5453644025780863
