Method,Accuracy
Constant,0.3497164461247637
MLP,0.7594517958412098
ResNet,0.5732514177693762
FTTrans,0.7835538752362949
boosted_trees,0.8142722117202268
rf,0.8175803402646503
logistic_regression,0.7088846880907372
engression,0.7377126654064272
GAM,0.5330812854442344
