Method,Accuracy
Constant,0.48317089018843407
MLP,0.7888239116309291
ResNet,0.5495776478232619
FTTrans,0.7985705003248863
boosted_trees,0.8421052631578947
rf,0.8306692657569851
logistic_regression,0.7461988304093568
engression,0.791812865497076
GAM,0.4332683560753736
