Method,Accuracy
Constant,0.45959970348406226
MLP,0.8265381764269829
ResNet,0.6163825055596739
FTTrans,0.8306152705707932
boosted_trees,0.8317272053372868
rf,0.812824314306894
logistic_regression,0.5967383246849518
engression,0.8068939955522609
GAM,0.6986656782802075
