Method,Accuracy
Constant,0.1812406576980568
MLP,0.9312406576980568
ResNet,0.632660687593423
FTTrans,0.9241405082212257
boosted_trees,0.9147982062780269
rf,0.9181614349775785
logistic_regression,0.7481315396113603
engression,0.9338565022421524
GAM,0.727204783258595
