Method,RMSE
constant,0.0004063135247727094
MLP,0.00017544874572195113
ResNet,0.00018186160014010966
FTTrans,0.0005894056521356106
boosted_trees,0.0001564623705234857
rf,0.0001635459535710534
linear_regression,0.00017627937195446614
engression,0.00015842229186091572
GAM,0.00017308737557354535
