Method,RMSE
constant,0.006718212006367468
MLP,0.002008080715313554
ResNet,0.0022009038366377354
FTTrans,0.0019464971264824271
boosted_trees,0.002093252143947712
rf,0.0028543765012867847
linear_regression,0.0027913268475112433
engression,0.0018502037273719907
GAM,0.0023002198549257305
