Method,RMSE
constant,3.092773569982388
MLP,3.08660888671875
ResNet,3.0770862102508545
FTTrans,3.0701210498809814
boosted_trees,3.053080181028958
rf,3.048866451654258
linear_regression,3.086212591454616
engression,3.101079225540161
GAM,3.0618664991176816
