Method,RMSE
constant,0.9595570568793899
MLP,0.7715227603912354
ResNet,0.7688931226730347
FTTrans,0.7430258393287659
boosted_trees,0.676195254746945
rf,0.6634841482573003
linear_regression,0.8545438332610316
engression,0.7161057591438293
GAM,0.7211265224473594
