Method,RMSE
constant,0.9081369189035023
MLP,0.6998432278633118
ResNet,0.720778226852417
FTTrans,0.7263776063919067
boosted_trees,0.6215382965679037
rf,0.6795712640951513
linear_regression,0.7679355827745151
engression,0.7121080160140991
GAM,0.7369209447991588
