Method,RMSE
constant,18.41376239883688
MLP,2.605809450149536
ResNet,2.6021950244903564
FTTrans,2.253732442855835
boosted_trees,2.129760357303711
rf,2.6964321880099225
linear_regression,9.737342311341292
engression,2.2391059398651123
GAM,2.5858478879692424
