Method,Log Loss
constant,0.693150791675043
MLP,0.47867175759195485
ResNet,0.4988961977950406
FTTrans,0.5076944877091157
boosted_trees,0.46967500503874543
rf,0.47200094809618276
logistic_regression,0.5608812563578358
engression,0.49376080127626293
GAM,
