Method,Log Loss
constant,0.6932259033043001
MLP,0.19784469258495244
ResNet,0.22296742496021038
FTTrans,0.19822273827679746
boosted_trees,0.16488609980558824
rf,0.21417363437894874
logistic_regression,0.3829374649943079
engression,0.22223660001466206
GAM,
