Method,Log Loss
constant,0.6934703118824272
MLP,0.4067536850973967
ResNet,0.3953272498134757
FTTrans,0.3886077560256219
boosted_trees,0.2568592760476705
rf,0.3308808940545876
logistic_regression,0.48262047190264
engression,0.4306570978486479
GAM,
GP,
