Method,Log Loss
constant,0.693051845758633
MLP,0.4683754511949807
ResNet,0.4427435798176987
FTTrans,0.4441075087289064
boosted_trees,0.4614781961950364
rf,0.475917087100701
logistic_regression,0.6007562638454114
engression,0.5123075142741647
GAM,
GP,
