Method,Accuracy
Constant,0.3539697542533081
MLP,0.774102079395085
ResNet,0.5165406427221172
FTTrans,0.7958412098298677
boosted_trees,0.8232514177693762
rf,0.8208884688090737
logistic_regression,0.719281663516068
engression,0.7594517958412098
GAM,0.5255198487712666
