Method,Accuracy
Constant,0.4603409933283914
MLP,0.8235730170496665
ResNet,0.5426241660489252
FTTrans,0.8143068939955522
boosted_trees,0.8295033358042995
rf,0.8039288361749444
logistic_regression,0.6226834692364714
engression,0.8117123795404003
GAM,0.6975537435137139
