Method,Accuracy
Constant,0.17713004484304934
MLP,0.9327354260089686
ResNet,0.43572496263079225
FTTrans,0.9245142002989537
boosted_trees,0.9245142002989537
rf,0.914050822122571
logistic_regression,0.7062780269058296
engression,0.9390881913303438
GAM,0.7309417040358744
