Method,Accuracy
Constant,0.04858701041150223
MLP,0.7778879524045612
ResNet,0.4615765989092712
FTTrans,0.8775409023301933
boosted_trees,0.8497768963807635
rf,0.5810609816559247
logistic_regression,0.6271690629647992
engression,0.8230044620723848
GAM,0.5423896876549331
