Method,Accuracy
Constant,0.48751642575558474
MLP,0.5886990801576872
ResNet,0.5795006570302234
FTTrans,0.5755584756898817
boosted_trees,0.69053876478318
rf,0.6314060446780552
logistic_regression,0.5775295663600526
engression,0.6235216819973719
GAM,
GP,
