Method,CRPS
constant,26.259654453284657
MLP,0.5202675362919849
ResNet,0.4542008654307923
FTTrans,0.4356799879741437
distributional_boosted_trees,0.41775914178514445
drf,0.39137951887858174
boosted_trees,0.4123541794742246
rf,0.4299452515714306
linear_regression,0.43162137078003543
engression,0.4323246700109335
GAM,0.5291133626428538
