Method,CRPS
constant,0.4078464253104783
MLP,0.29937079149428963
ResNet,0.3022529361834437
FTTrans,0.25506917166859316
distributional_boosted_trees,0.17205218780038214
drf,0.17688354650843605
boosted_trees,0.1757975088219681
rf,0.17647557637703826
linear_regression,0.29894376553567187
engression,0.34494836344881963
GAM,0.23589413427791198
