Method,RMSE
constant,432.7088414005531
MLP,392.9313354492188
ResNet,402.55706787109375
FTTrans,391.0676879882813
boosted_trees,389.4398268983942
rf,389.66951858521793
linear_regression,403.6433502491874
engression,393.9556884765625
GAM,389.53599744038246
GP,
