Method,RMSE
constant,0.8008126887484347
MLP,0.4730958342552185
ResNet,0.5045777559280396
FTTrans,0.47062525153160095
boosted_trees,0.4605442683208062
rf,0.4696445832761959
linear_regression,0.5501971989660953
engression,0.4752871394157409
GAM,
GP,
