Method,RMSE
constant,1.695226502894629
MLP,0.6922008395195007
ResNet,1.2965165376663208
FTTrans,0.622838020324707
boosted_trees,0.5829901020145516
rf,0.7593589091862254
linear_regression,1.1748662832434542
engression,0.6596100926399231
GAM,0.8853763541380473
GP,
