Method,RMSE
constant,15.736679010234438
MLP,22.54394721984864
ResNet,27.21463966369629
FTTrans,20.81390190124512
boosted_trees,20.942714620481656
rf,20.63892835988968
linear_regression,20.729951858520508
engression,27.72411155700684
GAM,19.537940229886694
GP,
