Method,Accuracy
Constant,0.437716724459856
MLP,0.7404641237663377
ResNet,0.22485996265670846
FTTrans,0.76126967191251
boosted_trees,0.7575353427580688
rf,0.758602293945052
logistic_regression,0.6959189117097893
engression,0.7476660442784743
GAM,0.7297946118965057
