Method,Accuracy
Constant,0.49337490257209665
MLP,0.8067030397505845
ResNet,0.5904130943102105
FTTrans,0.7739672642244739
boosted_trees,0.8211223694466095
rf,0.7922837100545597
logistic_regression,0.5974279033515199
engression,0.8215120810600156
GAM,0.6321122369446609
