Method,Accuracy
Constant,0.19154228855721392
MLP,0.9506633499170812
ResNet,0.45439469320066334
FTTrans,0.9514925373134329
boosted_trees,0.943200663349917
rf,0.9336650082918739
logistic_regression,0.7209784411276948
engression,0.953150912106136
GAM,0.546849087893864
