Method,Accuracy
Constant,0.3343068973264435
MLP,0.7765670635812177
ResNet,0.49292293866546844
FTTrans,0.8149853965401034
boosted_trees,0.8637384857335431
rf,0.854414738261065
logistic_regression,0.8192541002022018
engression,0.8230734666367109
GAM,0.3343068973264435
