Method,Log Loss
constant,0.6931425277811307
MLP,0.5574694258351439
ResNet,0.520338287116231
FTTrans,0.5510448745807999
boosted_trees,0.4377553288894579
rf,0.4405935811697901
logistic_regression,0.5214284679509643
engression,0.5430571691451019
GAM,0.43661250658855283
GP,
