Method,Log Loss
constant,0.6933225665626778
MLP,0.6924003586470306
ResNet,0.7151202128927678
FTTrans,0.6930386958897136
boosted_trees,0.6676341804888483
rf,0.6708455567632386
logistic_regression,0.6865609785912635
engression,0.6865759950477256
GAM,
GP,
