Method,Log Loss
constant,0.7232832782399091
MLP,0.6309687295939614
ResNet,0.7351646268859907
FTTrans,0.6290832392895421
boosted_trees,0.6256703912832398
rf,0.628425727661368
logistic_regression,0.7970802266452183
engression,0.7264090606572886
GAM,
GP,
