Method,Log Loss
constant,0.7029227262968059
MLP,0.6555823915794069
ResNet,0.6080829585117864
FTTrans,0.5722767667768861
boosted_trees,0.6474812091876702
rf,0.5879384527226702
logistic_regression,0.5880191922384522
engression,0.5690867793954019
GAM,
GP,
