Method,CRPS
constant,250.60079135021005
MLP,224.99046623884408
ResNet,225.74477463483808
FTTrans,224.6139967231935
distributional_boosted_trees,353.043686237962
drf,204.32298779345905
boosted_trees,221.33972866466465
rf,221.37598132752092
linear_regression,231.17137133327225
engression,210.888487588142
GAM,221.32928729235138
GP,
