Method,CRPS
constant,0.01449663577578794
MLP,0.014498256997745299
ResNet,0.014392412828874702
FTTrans,
distributional_boosted_trees,0.013908856095198294
drf,0.012839829080506869
boosted_trees,0.013556838365090149
rf,0.013746441388189808
linear_regression,0.6131439585008411
engression,0.030800877276030977
GAM,
GP,
