Method,CRPS
constant,0.6638703539631704
MLP,0.1551167265264626
ResNet,0.5355359865278355
FTTrans,0.1726609001062118
distributional_boosted_trees,0.1051932010091728
drf,0.1253144639912825
boosted_trees,0.1173557103671118
rf,0.1700625588042818
linear_regression,0.5280744555504895
engression,0.0513924103891738
GAM,0.07136735891488546
GP,
