Method,RMSE
constant,0.8617333823180603
MLP,0.6051256656646729
ResNet,0.5669425129890442
FTTrans,0.4834621250629425
boosted_trees,0.4612895600763775
rf,0.4619431627543409
linear_regression,0.5957585328127775
engression,0.4779553711414337
GAM,0.4421059316808663
GP,
