Method,RMSE
constant,1.0798087731989914
MLP,0.2612215280532837
ResNet,1.09047532081604
FTTrans,0.3488931357860565
boosted_trees,0.3949569223977471
rf,0.4681678676536895
linear_regression,1.1933737516799436
engression,0.1340843141078949
GAM,0.21456881165818625
GP,
