Method,RMSE
constant,2.0410920448038263
MLP,2.0744524002075195
ResNet,2.034710168838501
FTTrans,2.0048656463623047
boosted_trees,1.9966662451006805
rf,1.99234375226728
linear_regression,2.071197071372016
engression,2.0676469802856445
GAM,2.079771924854958
GP,
