Method,RMSE
constant,0.9192570816271106
MLP,0.3815614283084869
ResNet,0.7462455034255981
FTTrans,0.0988809317350387
boosted_trees,0.1708193646770178
rf,0.2056507449920295
linear_regression,0.8308953873154388
engression,0.997314751148224
GAM,0.3260733678142391
GP,
