Method,RMSE
constant,0.7234437887217611
MLP,0.0711807310581207
ResNet,0.3583268821239471
FTTrans,0.0806427225470542
boosted_trees,0.0722955630133083
rf,0.0741162047418323
linear_regression,0.5292190699575661
engression,0.0684579163789749
GAM,0.06661404451944258
GP,
