Method,Log Loss
constant,0.6931932736790859
MLP,0.4416102011507373
ResNet,0.7055813338572275
FTTrans,0.4249961795032874
boosted_trees,0.4127758980123671
rf,0.4277656597767008
logistic_regression,1.4163615365513198
engression,0.865650836695151
GAM,0.6335914130592897
GP,0.4959468600245859
