Method,CRPS
constant,1.7667649114457695
MLP,1.7146133893091886
ResNet,1.746725876430284
FTTrans,1.7047820561017095
distributional_boosted_trees,1.656104423839862
drf,1.566468576280149
boosted_trees,1.6961214394838626
rf,1.7012704666481986
linear_regression,1.717140611017375
engression,1.57989754645181
GAM,1.6985230796688242
GP,
