Method,CRPS
constant,0.4478410082589924
MLP,0.36461543650501743
ResNet,0.367389254961403
FTTrans,
distributional_boosted_trees,0.32012822874109814
drf,0.3447662459337588
boosted_trees,0.3230907503746199
rf,0.34142603299038
linear_regression,0.3296247587643962
engression,0.33141982480665727
GAM,
GP,
