Method,RMSE
constant,0.6657582683557466
MLP,0.5415509939193726
ResNet,0.6039209365844727
FTTrans,0.5079242587089539
boosted_trees,0.505424413892151
rf,0.5000235183818778
linear_regression,0.6668930789639999
engression,0.5255488157272339
GAM,0.5523859784994015
GP,
