Method,RMSE
constant,16.365765367644595
MLP,20.876861572265625
ResNet,20.21712875366211
FTTrans,19.95471572875977
boosted_trees,19.287051830691063
rf,19.05011490803533
linear_regression,19.41112899780273
engression,21.98209953308105
GAM,16.536512156440455
GP,
