Method,RMSE
constant,3.076113115172335
MLP,3.003694534301758
ResNet,3.016447067260742
FTTrans,3.002936601638794
boosted_trees,2.9701819139953405
rf,2.9723428156399323
linear_regression,3.0211361071241267
engression,3.037365436553955
GAM,3.0046749791472647
GP,
