Method,RMSE
constant,4.172732051656912
MLP,2.8886964321136475
ResNet,3.489897012710572
FTTrans,2.069561243057251
boosted_trees,2.2786603436234216
rf,2.263836813090698
linear_regression,2.431922435760498
engression,2.102259635925293
GAM,2.016137757616326
GP,
