Method,Log Loss
constant,0.6938411354534484
MLP,0.34471051870731223
ResNet,0.7128249607101128
FTTrans,0.29638138420822707
boosted_trees,0.2740543043685562
rf,0.30314089649066195
logistic_regression,0.7510380090965021
engression,0.43409144300665375
GAM,1.3405450265734808
