Method,Log Loss
constant,0.6932312033494274
MLP,0.46010909886864554
ResNet,0.7170781875358562
FTTrans,0.46715565685244276
boosted_trees,0.32077565427648014
rf,0.315361686428149
logistic_regression,0.5049884886305888
engression,0.5118312730431075
GAM,0.6966322266261122
