Method,Log Loss
constant,0.7313160391245322
MLP,0.45865444390251503
ResNet,0.986675925068669
FTTrans,0.4067442980145524
boosted_trees,0.30742366055086223
rf,0.3255311508548968
logistic_regression,0.46073395740516127
engression,0.5062430010108184
GAM,0.7462025486277942
