Method,Log Loss
constant,0.6982851598152591
MLP,0.5471597723528534
ResNet,0.7680770976084639
FTTrans,0.5103883138051654
boosted_trees,0.49456134211989905
rf,0.5021528073033574
logistic_regression,0.7142802697297681
engression,0.66154646232061
GAM,0.5633269210014161
