Method,CRPS
constant,0.0032718032221227627
MLP,0.0023654869690255096
ResNet,0.0024928668596200057
FTTrans,0.0024273081252368925
distributional_boosted_trees,0.0018782236394079836
drf,0.0015844556237050694
boosted_trees,0.0012402012439859263
rf,0.0015282315409638292
linear_regression,0.0015211181453273308
engression,0.0013013117732182092
GAM,0.003111948344975333
