Method,CRPS
constant,0.00022144724328959252
MLP,0.00014615485630181053
ResNet,0.00018725852982246868
FTTrans,0.00022265767827597168
distributional_boosted_trees,0.0001202913984617352
drf,9.059719141554269e-05
boosted_trees,8.656730475834746e-05
rf,8.98685321260485e-05
linear_regression,9.473865775585555e-05
engression,0.0002133888184702995
GAM,0.0002216640110871335
