Method,Accuracy
Constant,0.4967984934086629
MLP,0.7073446327683616
ResNet,0.7001883239171375
FTTrans,0.7122410546139359
boosted_trees,0.704331450094162
rf,0.7099811676082862
logistic_regression,0.6685499058380414
engression,0.7077212806026365
GAM,
GP,
