Method,Accuracy
Constant,0.3008048289738431
MLP,0.704225352112676
ResNet,0.5915492957746479
FTTrans,0.6690140845070423
boosted_trees,0.3008048289738431
rf,0.3430583501006036
logistic_regression,0.6579476861167002
engression,0.6589537223340041
GAM,0.6720321931589537
GP,
