Method,Accuracy
Constant,0.4052730696798493
MLP,0.7013182674199623
ResNet,0.5883239171374764
FTTrans,0.6975517890772128
boosted_trees,0.7167608286252354
rf,0.7212806026365348
logistic_regression,0.6674199623352166
engression,0.6817325800376648
GAM,0.7122410546139359
GP,
