Method,Accuracy
Constant,0.4875164257555847
MLP,0.5420499342969777
ResNet,0.507227332457293
FTTrans,0.5709592641261498
boosted_trees,0.5473061760840998
rf,0.5755584756898817
logistic_regression,0.5696452036793692
engression,0.5505913272010512
GAM,0.5446780551905388
GP,
